AF_ARMS_POK_CASS01_00_EXPR	カシウス
AF_ARMS_MITSUHA_01_EXPR	能力:魔攻・器用さ・火属性ユニットの全攻撃アップ、ミツハが装備するとマスターアビリティ使用可能
AF_ARMS_MITSUHA_01_FLAVOR	鳳凰の契りを交わした朱鳳家の女王が振<br>るう刀。名高い鍛冶職人と相談を重ねて<br>生まれた名品。朱鳳家の術式と相性が良<br>い素材で作られているので、術式をこめ<br>て使用すると絶大な破壊力を生む。
AF_ARMS_MITSUHA_01_FILTER_KEYWORD	ミツハ
AF_ARMO_UNDOKAI2022_01_EXPR	能力:HP上限・物防・風属性耐性アップ、火属性ユニットが装備するとマスターアビリティ使用可能
AF_ARMO_UNDOKAI2022_01_FLAVOR	火の力を有する者の為に制作された特殊<br>なジャージ。着用者と火の力を有する仲<br>間との繋がりを強固にし、その仲間の力<br>を向上させる。チームの団結力を高め、<br>みんなで勝利を掴む為の品。
AF_ARMO_UNDOKAI2022_01_FILTER_KEYWORD	運動会
AF_ARMO_UNDOKAI2022_02_EXPR	能力:HP上限・物防・火属性耐性アップ、水属性ユニットが装備するとマスターアビリティ使用可能
AF_ARMO_UNDOKAI2022_02_FLAVOR	水の力を有する者の為に制作された特殊<br>なジャージ。着用者と水の力を有する仲<br>間との繋がりを強固にし、その仲間の力<br>を向上させる。チームの団結力を高め、<br>みんなで勝利を掴む為の品。
AF_ARMO_UNDOKAI2022_02_FILTER_KEYWORD	運動会
AF_ARMO_UNDOKAI2022_03_EXPR	能力:HP上限・物防・雷属性耐性アップ、風属性ユニットが装備するとマスターアビリティ使用可能
AF_ARMO_UNDOKAI2022_03_FLAVOR	風の力を有する者の為に制作された特殊<br>なジャージ。着用者と風の力を有する仲<br>間との繋がりを強固にし、その仲間の力<br>を向上させる。チームの団結力を高め、<br>みんなで勝利を掴む為の品。
AF_ARMO_UNDOKAI2022_03_FILTER_KEYWORD	運動会
AF_ARMO_UNDOKAI2022_04_EXPR	能力:HP上限・物防・水属性耐性アップ、雷属性ユニットが装備するとマスターアビリティ使用可能
AF_ARMO_UNDOKAI2022_04_FLAVOR	雷の力を有する者の為に制作された特殊<br>なジャージ。着用者と雷の力を有する仲<br>間との繋がりを強固にし、その仲間の力<br>を向上させる。チームの団結力を高め、<br>みんなで勝利を掴む為の品。
AF_ARMO_UNDOKAI2022_04_FILTER_KEYWORD	運動会
AF_ARMO_UNDOKAI2022_05_EXPR	能力:HP上限・物防・光属性耐性アップ、闇属性ユニットが装備するとマスターアビリティ使用可能
AF_ARMO_UNDOKAI2022_05_FLAVOR	闇の力を有する者の為に制作された特殊<br>なジャージ。着用者と闇の力を有する仲<br>間との繋がりを強固にし、その仲間の力<br>を向上させる。チームの団結力を高め、<br>みんなで勝利を掴む為の品。
AF_ARMO_UNDOKAI2022_05_FILTER_KEYWORD	運動会
AF_ARMO_UNDOKAI2022_06_EXPR	能力:HP上限・物防・闇属性耐性アップ、光属性ユニットが装備するとマスターアビリティ使用可能
AF_ARMO_UNDOKAI2022_06_FLAVOR	光の力を有する者の為に制作された特殊<br>なジャージ。着用者と光の力を有する仲<br>間との繋がりを強固にし、その仲間の力<br>を向上させる。チームの団結力を高め、<br>みんなで勝利を掴む為の品。
AF_ARMO_UNDOKAI2022_06_FILTER_KEYWORD	運動会
AF_ACCS_7SINS_01_EXPR	能力:魔攻・毒耐性・回復無効耐性・<暴食>特効補正・対<暴食>防御補正アップ
AF_ACCS_7SINS_01_FLAVOR	暴食の罪の象徴、罪獣ベルゼバブに対抗<br>する力を備えたストラップ。暴食の罪獣<br>が持つマギルに対し、優位に働きかける<br>力を所持者に授けてくれる。罪獣に相対<br>する者の戦いを支えてくれる代物。
AF_ARMS_CANON_LINK_01_EXPR	能力:物攻・素早さ・火属性ユニットの全攻撃・命中率アップ、カノン、カノンver．決戦礼装が装備するとマスターアビリティ使用可能
AF_ARMS_CANON_LINK_01_FLAVOR	世界を救う為にエクスカリバーと向き合<br>う女性騎士が振るう剣。大陸の平和を願<br>う人々の想いが力と化して込められてい<br>る。平和を脅かす存在を断ち斬り、世界<br>に平和をもたらす為に手にした品。
AF_ARMS_CANON_LINK_01_FILTER_KEYWORD	カノン,決戦礼装
AF_ARMS_MABEL_01_EXPR	能力:物攻・打撃攻撃力・ジャンプ攻撃力・移動力アップ、メイベルが装備するとマスターアビリティ使用可能
AF_ARMS_MABEL_01_FLAVOR	かつて魔導研究所パトリアに所属してい<br>た女の子が持つ魔導ハンマー。魔導研究<br>所パトリアが開発した兵器の中でも、高<br>威力を誇るその兵器の真価を発揮できる<br>のは、適合した彼女だけとされる。
AF_ARMS_MABEL_01_FILTER_KEYWORD	メイベル
AF_ACCS_TRS_HANA_01_EXPR	能力:物攻・物防・回復無効耐性・斬撃攻撃力アップ（★5進化時）、花垣武道が装備するとマスターアビリティ使用可能
AF_ACCS_TRS_HANA_01_FLAVOR	彼女を大事に思う少年と、姉を大事に思<br>う男性の握手をシンボル化したキーホル<br>ダー。大切な恋人を守る為に、中学生時<br>代に戻って、命懸けで戦い抜く男性の強<br>い覚悟がこめられている品。 
AF_ACCS_TRS_HANA_01_FILTER_KEYWORD	東京リベンジャーズ,東リベ,花垣武道
AF_ACCS_TRS_SANO_01_EXPR	能力:物攻・魔攻・クリティカルダメージアップ、消費ジュエル軽減（★5進化時）、佐野万次郎が装備するとマスターアビリティ使用可能
AF_ACCS_TRS_SANO_01_FLAVOR	東京卍會の旗。創設の記念写真を撮影時<br>やほかの派閥との喧嘩等、チームにとっ<br>て大切な時には掲げられている。仲間の<br>為に命を張るチームにしたいという創設<br>時の想いが込められている品。
AF_ACCS_TRS_SANO_01_FILTER_KEYWORD	東京リベンジャーズ,東リベ,佐野万次郎
AF_ACCS_TRS_RYUG_01_EXPR	能力:物攻・刺突攻撃力・単体攻撃耐性アップ、移動高低差+2（★5進化時）、龍宮寺堅が装備するとマスターアビリティ使用可能
AF_ACCS_TRS_RYUG_01_FLAVOR	喧嘩が強く、頼もしい兄貴肌の少年が左<br>のこめかみに入れている刺青。龍をあし<br>らったもので、小学校四年生の時に入れ<br>ている。この刺青を入れた直後、周囲に<br>自慢してまわるほど気に入っている。
AF_ACCS_TRS_RYUG_01_FILTER_KEYWORD	東京リベンジャーズ,東リベ,龍宮寺堅
AF_ACCS_TRS_BAJI_01_EXPR	能力:物攻・打撃攻撃力・移動禁止属性・初期ジュエルアップ（★5進化時）、場地圭介が装備するとマスターアビリティ使用可能
AF_ACCS_TRS_BAJI_01_FLAVOR	場地圭介が所持しているお守り。東京卍<br>會結成の記念として、東京卍會の創設メ<br>ンバーでお金を出し合い、神社で購入し<br>た。仲間の為に命を張るチームにしたい<br>という初心を思い出させる品。
AF_ACCS_TRS_BAJI_01_FILTER_KEYWORD	東京リベンジャーズ,東リベ,場地圭介
AF_ACCS_TRS_MATS_01_EXPR	能力:物攻・治癒力・無区分攻撃力・最大ジュエルアップ（★5進化時）、松野千冬が装備するとマスターアビリティ使用可能
AF_ACCS_TRS_MATS_01_FLAVOR	多くを語らない場地を信じ、支え続ける<br>強さを持つ少年が左耳につけているフー<br>プタイプのピアス。シンプルなデザイン<br>なので、衣服を選ばず、いかなるファッ<br>ションにも組み合わせやすいアイテム。
AF_ACCS_TRS_MATS_01_FILTER_KEYWORD	東京リベンジャーズ,東リベ,松野千冬
AF_ARMO_COLLABO_ENV_01_EXPR	能力:HP上限・スタン耐性・側面攻撃耐性・背面攻撃耐性アップ、ジョブ『東京卍會の新星』、『戦士』、『ホーリーナイト【カエルム】』、『ダークナイト【ヴィルト】』で装備するとマスターアビリティ使用可能
AF_ARMO_COLLABO_ENV_01_FLAVOR	強者が集結する抗争で勝利を掴んだ者が<br>手にする外套。自身の魔力を回復させ、<br>さらに仲間のエンヴィリア出身者の生命<br>力を向上させる効果を持つ。抗争に勝ち<br>抜き、勢力拡大を支える品。
AF_ARMO_COLLABO_ENV_01_FILTER_KEYWORD	東京リベンジャーズ,東リベ
AF_ARMO_COLLABO_WRA_01_EXPR	能力:HP上限・憤怒耐性・斬撃耐性アップ、ジョブ『東京卍會の新星』、『戦士』、『ホーリーナイト【カエルム】』、『ダークナイト【ヴィルト】』で装備するとマスターアビリティ使用可能
AF_ARMO_COLLABO_WRA_01_FLAVOR	強者が集結する抗争で勝利を掴んだ者が<br>手にする外套。自身の魔力を回復させ、<br>さらに仲間のラーストリス出身者の戦意<br>を高める効果を持つ。抗争に勝ち抜き、<br>勢力拡大を支える品。
AF_ARMO_COLLABO_WRA_01_FILTER_KEYWORD	東京リベンジャーズ,東リベ
AF_ARMO_COLLABO_SLO_01_EXPR	能力:HP上限・攻撃禁止耐性・射撃耐性アップ、ジョブ『東京卍會の新星』、『戦士』、『ホーリーナイト【カエルム】』、『ダークナイト【ヴィルト】』で装備するとマスターアビリティ使用可能
AF_ARMO_COLLABO_SLO_01_FLAVOR	強者が集結する抗争で勝利を掴んだ者が<br>手にする外套。自身の魔力を回復させ、<br>さらに仲間のスロウスシュタイン出身者<br>の技の精度を高める効果を持つ。抗争に<br>勝ち抜き、勢力拡大を支える品。
AF_ARMO_COLLABO_SLO_01_FILTER_KEYWORD	東京リベンジャーズ,東リベ
AF_ARMO_COLLABO_LUS_01_EXPR	能力:HP上限・魅了耐性・魔法耐性アップ、ジョブ『東京卍會の新星』、『戦士』、『ホーリーナイト【カエルム】』、『ダークナイト【ヴィルト】』で装備するとマスターアビリティ使用可能
AF_ARMO_COLLABO_LUS_01_FLAVOR	強者が集結する抗争で勝利を掴んだ者が<br>手にする外套。自身の魔力を回復させ、<br>さらに仲間のルストブルグ出身者の魔力<br>を向上させる効果を持つ。抗争に勝ち抜<br>き、勢力拡大を支える品。
AF_ARMO_COLLABO_LUS_01_FILTER_KEYWORD	東京リベンジャーズ,東リベ
AF_ARMO_COLLABO_GLU_01_EXPR	能力:HP上限・睡眠耐性・打撃耐性アップ、ジョブ『東京卍會の新星』、『戦士』、『ホーリーナイト【カエルム】』、『ダークナイト【ヴィルト】』で装備するとマスターアビリティ使用可能
AF_ARMO_COLLABO_GLU_01_FLAVOR	強者が集結する抗争で勝利を掴んだ者が<br>手にする外套。自身の魔力を回復させ、<br>さらに仲間のグラトニー＝フォス出身者<br>の生命力を向上させる効果を持つ。抗争<br>に勝ち抜き、勢力拡大を支える品。
AF_ARMO_COLLABO_GLU_01_FILTER_KEYWORD	東京リベンジャーズ,東リベ
AF_ARMO_COLLABO_GRE_01_EXPR	能力:HP上限・麻痺耐性・刺突耐性・ジャンプ耐性アップ、ジョブ『東京卍會の新星』、『戦士』、『ホーリーナイト【カエルム】』、『ダークナイト【ヴィルト】』で装備するとマスターアビリティ使用可能
AF_ARMO_COLLABO_GRE_01_FLAVOR	強者が集結する抗争で勝利を掴んだ者が<br>手にする外套。自身の魔力を回復させ、<br>さらに仲間のグリードダイク出身者の戦<br>意を高める効果を持つ。抗争に勝ち抜き<br>、勢力拡大を支える品。
AF_ARMO_COLLABO_GRE_01_FILTER_KEYWORD	東京リベンジャーズ,東リベ
AF_ARMO_COLLABO_SAG_01_EXPR	能力:HP上限・毒耐性・刺突回避率・魔法回避率アップ、ジョブ『東京卍會の新星』、『戦士』、『ホーリーナイト【カエルム】』、『ダークナイト【ヴィルト】』で装備するとマスターアビリティ使用可能
AF_ARMO_COLLABO_SAG_01_FLAVOR	強者が集結する抗争で勝利を掴んだ者が<br>手にする外套。自身の魔力を回復させ、<br>さらに仲間のサガ地方出身者の技の精度<br>を向上させる効果を持つ。抗争に勝ち抜<br>き、勢力拡大を支える品。
AF_ARMO_COLLABO_SAG_01_FILTER_KEYWORD	東京リベンジャーズ,東リベ
AF_ARMO_COLLABO_WAD_01_EXPR	能力:HP上限・移動禁止耐性・斬撃回避率・運アップ、ジョブ『東京卍會の新星』、『戦士』、『ホーリーナイト【カエルム】』、『ダークナイト【ヴィルト】』で装備するとマスターアビリティ使用可能
AF_ARMO_COLLABO_WAD_01_FLAVOR	強者が集結する抗争で勝利を掴んだ者が<br>手にする外套。自身の魔力を回復させ、<br>さらに仲間のワダツミ出身者の戦意を高<br>める効果を持つ。抗争に勝ち抜き、勢力<br>拡大を支える品。
AF_ARMO_COLLABO_WAD_01_FILTER_KEYWORD	東京リベンジャーズ,東リベ
AF_ARMO_COLLABO_DES_01_EXPR	能力:HP上限・鈍足耐性・射撃回避率・打撃回避率アップ、ジョブ『東京卍會の新星』、『戦士』、『ホーリーナイト【カエルム】』、『ダークナイト【ヴィルト】』で装備するとマスターアビリティ使用可能
AF_ARMO_COLLABO_DES_01_FLAVOR	強者が集結する抗争で勝利を掴んだ者が<br>手にする外套。自身の魔力を回復させ、<br>さらに仲間の砂漠地帯出身者の迅速な動<br>作を補佐する効果を持つ。抗争に勝ち抜<br>き、勢力拡大を支える品。
AF_ARMO_COLLABO_DES_01_FILTER_KEYWORD	東京リベンジャーズ,東リベ
AF_ARMO_COLLABO_NOR_01_EXPR	能力:HP上限・沈黙耐性・物防・魔防アップ、ジョブ『東京卍會の新星』、『戦士』、『ホーリーナイト【カエルム】』、『ダークナイト【ヴィルト】』で装備するとマスターアビリティ使用可能
