IT_US_FATE_TAIYAKI_EXPR	3ターンの間、クロックアップ状態にする
IT_AF_ARMO_UNDOKAI2022_01_EXPR	777個集めると「火結ジャージ」を生成することが出来るアイテム
IT_AF_ARMO_UNDOKAI2022_02_EXPR	777個集めると「水結ジャージ」を生成することが出来るアイテム
IT_AF_ARMO_UNDOKAI2022_03_EXPR	777個集めると「風結ジャージ」を生成することが出来るアイテム
IT_AF_ARMO_UNDOKAI2022_04_EXPR	777個集めると「雷結ジャージ」を生成することが出来るアイテム
IT_AF_ARMO_UNDOKAI2022_05_EXPR	777個集めると「闇結ジャージ」を生成することが出来るアイテム
IT_AF_ARMO_UNDOKAI2022_06_EXPR	777個集めると「光結ジャージ」を生成することが出来るアイテム
IT_AF_ACCS_7SINS_01_EXPR	777個集めると「暴食抗飾」を生成することが出来るアイテム
IT_AF_ARMO_CANON_LINK_01_EXPR	777個集めると「青焔の騎士礼装」を生成することが出来るアイテム
IT_AF_ACCS_CHERYL_01_EXPR	777個集めると「異端審問官の調書」を生成することが出来るアイテム
IT_AF_ACCS_MABEL_01_EXPR	777個集めると「ギアメタルブローチ」を生成することが出来るアイテム
IT_AF_ACCS_TRS_01_EXPR	777個集めると「四つ葉のクローバーのネックレス」を生成することが出来るアイテム
IT_AF_ACCS_TRS_02_EXPR	777個集めると「花垣武道の自転車」を生成することが出来るアイテム
IT_AF_ACCS_TRS_03_EXPR	777個集めると「思い出のカップ焼きそば」を生成することが出来るアイテム
IT_AF_ACCS_PAMERA_01_EXPR	777個集めると「パンプキンプーチ」を生成することが出来るアイテム
IT_AF_ARMO_LEYCHEL_01_EXPR	777個集めると「夜魔ジャケット」を生成することが出来るアイテム
IT_AF_ACCS_LINDRAKE_01_EXPR	777個集めると「寛容竜の霊飾」を生成することが出来るアイテム
IT_AF_ACCS_POK_YGGDRASILL_01_EXPR	777個集めると「樹神の金環」を生成することが出来るアイテム
IT_AF_ACCS_CRY_02_EXPR	777個集めると「魔導師のイヤリング」を生成することが出来るアイテム
IT_AF_ARMS_RIMA_01_EXPR	777個集めると「機甲槍アップヒーヴ」を生成することが出来るアイテム
IT_AF_ARMS_DAISY_01_EXPR	777個集めると「機甲槍ソアリング」を生成することが出来るアイテム(錬成上限数:3)
IT_AF_ACCS_7SINS_02_EXPR	777個集めると「色欲抗飾」を生成することが出来るアイテム
IT_AF_ARMS_REGA_01_EXPR	777個集めると「山鳴りの戦棍」を生成することが出来るアイテム
IT_AF_ACCS_LOREAM_01_EXPR	777個集めると「真紅の髪飾り」を生成することが出来るアイテム
IT_AF_ARMS_MARIANNU_01_EXPR	777個集めると「雪夜の聖杖」を生成することが出来るアイテム
IT_AF_ACCS_DAPHNE_02_EXPR	777個集めると「聖煌の髪飾り」を生成することが出来るアイテム
IT_AF_ARMO_ZIN_01_EXPR	777個集めると「妖殺の葬靴」を生成することが出来るアイテム
IT_AF_ARMS_SHANGDI_01_EXPR	777個集めると「聖望槍」を生成することが出来るアイテム
IT_AF_ACCS_TSP_05_EXPR	777個集めると「暴風竜の靴」を生成することが出来るアイテム
IT_AF_ACCS_TSP_06_EXPR	777個集めると「聖騎士団長の足鎧」を生成することが出来るアイテム
IT_AF_ARMO_LANGHAO_01_EXPR	777個集めると「雷狼の寿花」を生成することが出来るアイテム
IT_AF_ACCS_ANDECHS_02_EXPR	777個集めると「安寧のブーケ」を生成することが出来るアイテム
IT_AF_ARMO_ZAYIN_LINK_01_EXPR	777個集めると「救翼の外套」を生成することが出来るアイテム
IT_AF_ACCS_NIDOHEGAL_01_EXPR	777個集めると「雷竜護帯」を生成することが出来るアイテム
IT_AF_ACCS_LILLE_01_EXPR	777個集めると「幼竜の円環」を生成することが出来るアイテム
IT_AF_ARMS_MASIA_01_EXPR	777個集めると「大剣アドウェルサ」を生成することが出来るアイテム
IT_AF_ARMO_CLARIS_01_EXPR	777個集めると「イノセントワンピース」を生成することが出来るアイテム
IT_AF_ACCS_TAGATAMEJUMBO2023_01_EXPR	777個集めると「限定版AJ7000マイク」を生成することが出来るアイテム
IT_AF_ACCS_TAGATAMEJUMBO2023_02_EXPR	777個集めると「AJ7000マイク」を生成することが出来るアイテム
IT_AF_ACCS_APRILFOOL_2023_01_EXPR	777個集めると「毒尾のストラップ」を生成することが出来るアイテム
IT_AF_ACCS_APRILFOOL_2023_02_EXPR	777個集めると「ビーナスピアス」を生成することが出来るアイテム
IT_AF_ACCS_OTHIMA_LINK_01_EXPR	777個集めると「錬魔の金飾」を生成することが出来るアイテム
IT_AF_ARMO_OTHIMA_LINK_01_EXPR	777個集めると「インベンターマント」を生成することが出来るアイテム
IT_AF_ARMS_RUI_01_EXPR	777個集めると「聖業銃」を生成することが出来るアイテム
IT_AF_ARMS_AZAMI_01_EXPR	777個集めると「鬼祓刀」を生成することが出来るアイテム
IT_AF_ACCS_NEW_SOLORAID_01_EXPR	777個集めると「コンバットピンブローチ」を生成することが出来るアイテム
IT_AF_ACCS_NEW_SOLORAID_02_EXPR	777個集めると「金翼のしおり」を生成することが出来るアイテム
IT_AF_ACCS_YOMI_LINK_01_EXPR	777個集めると「籠鬼面」を生成することが出来るアイテム
IT_AF_ARMO_YOMI_LINK_01_EXPR	777個集めると「鬼祓戦靴」を生成することが出来るアイテム
IT_AF_ACCS_LEAGUEMATCH_01_EXPR	777個集めると「テンドリルリング」を生成することが出来るアイテム
IT_AF_ARMO_LEAGUEMATCH_01_EXPR	777個集めると「マイティブックマーク」を生成することが出来るアイテム
IT_AF_ACCS_RIZA_01_EXPR	777個集めると「聖賢の髪飾り」を生成することが出来るアイテム
IT_AF_ARMS_RIZA_01_EXPR	777個集めると「サークレッドチャクラム」を生成することが出来るアイテム
IT_AF_ACCS_ST_NIKUSU_01_EXPR	777個集めると「アイテールブローチ」を生成することが出来るアイテム
IT_AF_ACCS_NINA_03_EXPR	777個集めると「りんごのブレスレット」を生成することが出来るアイテム
IT_AF_ACCS_7SINS_03_EXPR	777個集めると「怠惰抗飾」を生成することが出来るアイテム
IT_AF_ACCS_ENANZI_01_EXPR	777個集めると「プルーデンスベルト」を生成することが出来るアイテム
IT_AF_ARMO_MATHIAS_01_EXPR	777個集めると「マリンカーディガン」を生成することが出来るアイテム
IT_AF_ACCS_SUMMER2023_01_EXPR	777個集めると「シーベッドリング」を生成することが出来るアイテム(錬成上限数:3)
IT_AF_ACCS_AMANE_01_EXPR	777個集めると「ブレッシングハーバリウム」を生成することが出来るアイテム
IT_AF_ACCS_YAULAS_LINK_02_EXPR	777個集めると「蒼麗の髪飾り」を生成することが出来るアイテム
IT_AF_ACCS_YAULAS_LINK_01_EXPR	777個集めると「波麗の腕輪」を生成することが出来るアイテム
IT_AF_ACCS_WORLDRAID_01_EXPR	777個集めると「サクセスペンダント」を生成することが出来るアイテム
IT_AF_ACCS_WORLDRAID_02_EXPR	777個集めると「セーブペンダント」を生成することが出来るアイテム
IT_AF_ACCS_WORLDRAID_03_EXPR	777個集めると「デスパレードペンダント」を生成することが出来るアイテム
IT_AF_ARMO_LINDRAKE_01_EXPR	777個集めると「夜涼の浴衣」を生成することが出来るアイテム
IT_AF_ARMS_DORO_01_EXPR	777個集めると「大鎌テナシティー」を生成することが出来るアイテム
IT_AF_ACCS_DIOS_LINK_01_EXPR	777個集めると「聖黒の肩当て」を生成することが出来るアイテム
IT_AF_ACCS_DIOS_LINK_02_EXPR	777個集めると「聖閃ベルト」を生成することが出来るアイテム
IT_AF_ACCS_CELES_01_EXPR	777個集めると「緋剣の戦靴」を生成することが出来るアイテム
IT_AF_ACCS_LEAGUEMATCH_02_EXPR	777個集めると「ローバストリング」を生成することが出来るアイテム
IT_AF_ARMS_ITSUKI_01_EXPR	777個集めると「陽鬼止刀」を生成することが出来るアイテム
IT_AF_ARMS_FLAMEL_01_EXPR	777個集めると「スピリットクロー」を生成することが出来るアイテム
IT_AF_ARMO_REGA_01_EXPR	777個集めると「地文の戦衣」を生成することが出来るアイテム
IT_AF_ACCS_SELJUKLU_01_EXPR	777個集めると「波渡りの導靴」を生成することが出来るアイテム
IT_AF_ACCS_HELENE_01_EXPR	777個集めると「トリックハット」を生成することが出来るアイテム
IT_AF_ARMS_POK_TYRHUNG_LINK_01_EXPR	80個集めると「聖剣ティルフィング」を生成することが出来るアイテム
IT_AF_ARMO_POK_TYRHUNG_LINK_01_EXPR	777個集めると「戦女神の闘靴」を生成することが出来るアイテム
IT_AF_ACCS_OPHINEUS_01_EXPR	777個集めると「竜王の髪留め」を生成することが出来るアイテム
IT_AF_ACCS_YUEN_02_EXPR	777個集めると「照紅葉のペンダント」を生成することが出来るアイテム
IT_AF_ARMO_RAMESES_01_EXPR	777個集めると「烈日の羽織」を生成することが出来るアイテム
IT_AF_ARMS_BLANCHETT_01_EXPR	777個集めると「希望の剪刀」を生成することが出来るアイテム
IT_AF_ACCS_SEIDA_LINK_01_EXPR	777個集めると「純霊の羽根」を生成することが出来るアイテム
IT_AF_ARMO_SEIDA_LINK_01_EXPR	777個集めると「疾轟の霊靴」を生成することが出来るアイテム
IT_AF_ARMO_LEAGUEMATCH_02_EXPR	777個集めると「マヌーバーブーツ」を生成することが出来るアイテム
IT_AF_ACCS_SCHMEIER_02_EXPR	777個集めると「聖響のリボン」を生成することが出来るアイテム
IT_AF_ACCS_CHRISTMAS_2023_EXPR	777個集めると「スノーマンブレスレット」を生成することが出来るアイテム
IT_AF_ACCS_EINZ_LINK_01_EXPR	777個集めると「夢想の黒靴」を生成することが出来るアイテム
IT_AF_ARMO_EINZ_LINK_01_EXPR	777個集めると「黒頂の外套」を生成することが出来るアイテム
IT_AF_ACCS_SYOU2024_01_EXPR	777個集めると「辰と仲良しラットン」を生成することが出来るアイテム
IT_AF_ACCS_GUIL_01_EXPR	777個集めると「蝶魔のペンダント」を生成することが出来るアイテム
IT_AF_ACCS_ZAFIRITH_01_EXPR	777個集めると「リルのぬいぐるみ」を生成することが出来るアイテム
IT_AF_ACCS_LOGI_LINK_01_EXPR	777個集めると「護盾の帯留め」を生成することが出来るアイテム
IT_AF_ACCS_LOGI_LINK_02_EXPR	777個集めると「緋義の帯」を生成することが出来るアイテム
IT_AF_ACCS_UROBOROS_NEW_01_EXPR	777個集めると「運命の手装」を生成することが出来るアイテム
IT_AF_ACCS_LEAGUEMATCH_03_EXPR	777個集めると「オーアリング」を生成することが出来るアイテム
IT_AF_ACCS_ZYVA_02_EXPR	777個集めると「棘煌ストラップ」を生成することが出来るアイテム
IT_AF_ACCS_NOIN_02_EXPR	777個集めると「爆鬼ストラップ」を生成することが出来るアイテム
IT_AF_ACCS_MORE_01_EXPR	777個集めると「夜花のペンダント」を生成することが出来るアイテム
IT_AF_ACCS_LIESBET_LINK_01_EXPR	777個集めると「刻銘のリボン」を生成することが出来るアイテム
IT_AF_ARMO_LIESBET_LINK_01_EXPR	777個集めると「ブリーズマント」を生成することが出来るアイテム
IT_AF_ACCS_ZAHAR_02_EXPR	777個集めると「シャドウメサイヤの首飾」を生成することが出来るアイテム
IT_AF_ACCS_APRILFOOL_2024_01_EXPR	777個集めると「骸の仮面」を生成することが出来るアイテム
IT_AF_ARMO_SUM_APR_01_EXPR	150個集めると「骸の正装」を生成することが出来るアイテム
IT_AF_ACCS_KUDHANSTEIN_LINK_NEW_01_EXPR	777個集めると「轟白の篭手」を生成することが出来るアイテム
IT_AF_ARMO_KUDHANSTEIN_LINK_NEW_01_EXPR	777個集めると「闇轟の外套」を生成することが出来るアイテム
IT_AF_ACCS_LEAGUEMATCH_04_EXPR	777個集めると「トレンチャントリング」を生成することが出来るアイテム
IT_AF_ACCS_LEAGUEMATCH_05_EXPR	777個集めると「ステーブルリング」を生成することが出来るアイテム
IT_AF_ACCS_LEAGUEMATCH_06_EXPR	777個集めると「ワンダーリング」を生成することが出来るアイテム
IT_AF_ACCS_LEAGUEMATCH_07_EXPR	777個集めると「ナーブリング」を生成することが出来るアイテム
IT_AF_ACCS_FURY_01_EXPR	777個集めると「呪焔の根付」を生成することが出来るアイテム
IT_AF_ACCS_LILLE_02_EXPR	777個集めると「ドレイクペンダント」を生成することが出来るアイテム
IT_AF_ACCS_SUM_APR_02_EXPR	150個集めると「桃鎖の指輪」を生成することが出来るアイテム
IT_AF_ACCS_CARLA_01_EXPR	777個集めると「太陽のペンダント」を生成することが出来るアイテム
IT_AF_ARMO_EDGAR_LINK_01_EXPR	777個集めると「宿願の外套」を生成することが出来るアイテム
IT_AF_ACCS_EDGAR_LINK_01_EXPR	777個集めると「バリアントマフラー」を生成することが出来るアイテム
IT_AF_ACCS_YUDIT_02_EXPR	777個集めると「ギアペンダント」を生成することが出来るアイテム
IT_AF_ACCS_TINA_LINK_01_EXPR	777個集めると「清浄の風飾」を生成することが出来るアイテム
IT_AF_ACCS_TINA_LINK_02_EXPR	777個集めると「覚醒の手甲」を生成することが出来るアイテム
IT_AF_ACCS_SUM_JUN_01_EXPR	150個集めると「幸花の指輪」を生成することが出来るアイテム
IT_AF_ACCS_PLUMERIA_02_EXPR	777個集めると「紫陽花のペンダント」を生成することが出来るアイテム
