QE_TM_POT_LIM_LV1	ステージ効果：物攻マイナス補正、魔攻プラス補正
QE_EV_SB_RANKQUEST_LV_13	全ての敵ユニット：<br>物攻・物防・魔攻・魔防・素早さ・器用さデバフ軽減90%<br><br>攻略のヒント：<br>■敵ユニット『岩谷尚文』には以下の特徴がある。<br>・最初の被ダメージと、以降攻撃を4ヒット受けるごとに『ツヴァイト・ヒール』が発動し、1ターン被ダメージを軽減する。<br>・範囲攻撃に対して非常に高い耐性を持っている。<br>・敵ユニットが倒れるたびにパラメータアップや行動パターンの変化などが発生するため注意しよう。<br><br><有効な状態異常><br>岩谷尚文：移動禁止<br>ラフタリア：移動禁止、暗闇<br>メルティ＝メルロマルク：移動禁止、回復無効、スタン(50%)、毒(50%)<br>
QE_EV_SB_RANKQUEST_LV_14	全ての敵ユニット：<br>物攻・物防・魔攻・魔防・素早さ・器用さデバフ軽減90%<br><br>攻略のヒント：<br>■敵ユニット『岩谷尚文』には以下の特徴がある。<br>・最初の被ダメージと、以降攻撃を4ヒット受けるごとに『ツヴァイト・ヒール』が発動し、1ターン被ダメージを軽減する。<br>・範囲攻撃に対して非常に高い耐性を持っている。<br>・敵ユニットが倒れるたびにパラメータアップや行動パターンの変化などが発生するため注意しよう。<br><br><有効な状態異常><br>岩谷尚文：移動禁止<br>ラフタリア：移動禁止、暗闇<br>メルティ＝メルロマルク：移動禁止、回復無効、スタン(50%)、毒(50%)<br>
QE_EV_SB_RANKQUEST_LV_15	全ての敵ユニット：<br>物攻・物防・魔攻・魔防・素早さ・器用さデバフ軽減90%<br><br>攻略のヒント：<br>■敵ユニット『岩谷尚文』には以下の特徴がある。<br>・最初の被ダメージと、以降攻撃を4ヒット受けるごとに『ツヴァイト・ヒール』が発動し、1ターン被ダメージを軽減する。<br>・範囲攻撃に対して非常に高い耐性を持っている。<br>・敵ユニットが倒れるたびにパラメータアップや行動パターンの変化などが発生するため注意しよう。<br><br><有効な状態異常><br>岩谷尚文：移動禁止<br>ラフタリア：移動禁止、暗闇<br>メルティ＝メルロマルク：移動禁止、回復無効、スタン(50%)、毒(50%)<br>
QE_EV_SB_RANKQUEST_LV_16	全ての敵ユニット：<br>物攻・物防・魔攻・魔防・素早さ・器用さデバフ軽減90%<br><br>攻略のヒント：<br>■このバトルでは、敵・味方ユニット全員に対し『バフ効果ターン-1』『CT増加無効』の効果がある。<br><br>■敵ユニット『岩谷尚文』には以下の特徴がある。<br>・最初の被ダメージと、以降攻撃を4ヒット受けるごとに『ツヴァイト・ヒール』が発動し、1ターン被ダメージを軽減する。<br>・範囲攻撃に対して非常に高い耐性を持っている。<br>・敵ユニットが倒れるたびにパラメータアップや行動パターンの変化などが発生するため注意しよう。<br><br><有効な状態異常><br>岩谷尚文：移動禁止<br>ラフタリア：移動禁止、暗闇<br>フィーロ：移動禁止、回復無効、クロックダウン<br>
QE_EV_SB_RANKQUEST_LV_17	全ての敵ユニット：<br>物攻・物防・魔攻・魔防・素早さ・器用さデバフ軽減90%<br><br>攻略のヒント：<br>■このバトルでは、敵・味方ユニット全員に対し『バフ効果ターン-1』『CT増加無効』の効果がある。<br><br>■敵ユニット『岩谷尚文』には以下の特徴がある。<br>・最初の被ダメージと、以降攻撃を4ヒット受けるごとに『ツヴァイト・ヒール』が発動し、1ターン被ダメージを軽減する。<br>・範囲攻撃に対して非常に高い耐性を持っている。<br>・敵ユニットが倒れるたびにパラメータアップや行動パターンの変化などが発生するため注意しよう。<br><br><有効な状態異常><br>岩谷尚文：移動禁止<br>ラフタリア：移動禁止、暗闇<br>フィーロ：移動禁止、回復無効、クロックダウン<br>
QE_EV_SB_RANKQUEST_LV_18	全ての敵ユニット：<br>物攻・物防・魔攻・魔防・素早さ・器用さデバフ軽減90%<br><br>攻略のヒント：<br>■このバトルでは、敵・味方ユニット全員に対し『バフ効果ターン-1』『CT増加無効』の効果がある。<br><br>■敵ユニット『岩谷尚文』には以下の特徴がある。<br>・最初の被ダメージと、以降攻撃を4ヒット受けるごとに『ツヴァイト・ヒール』が発動し、1ターン被ダメージを軽減する。<br>・範囲攻撃に対して非常に高い耐性を持っている。<br>・敵ユニットが倒れるたびにパラメータアップや行動パターンの変化などが発生するため注意しよう。<br><br><有効な状態異常><br>岩谷尚文：移動禁止<br>ラフタリア：移動禁止、暗闇<br>フィーロ：移動禁止、回復無効、クロックダウン<br>
QE_EV_SB_RANKQUEST_LV_19	全ての敵ユニット：<br>物攻・物防・魔攻・魔防・素早さ・器用さデバフ軽減90%<br><br>攻略のヒント：<br>■このバトルでは、敵・味方ユニット全員に対し『バフ効果ターン-1』『CT増加無効』の効果がある。<br><br>■敵ユニット『岩谷尚文』には以下の特徴がある。<br>・最初の被ダメージと、以降攻撃を4ヒット受けるごとに『ツヴァイト・ヒール』が発動し、1ターン被ダメージを軽減する。<br>・範囲攻撃に対して非常に高い耐性を持っている。<br>・敵ユニットが倒れるたびにパラメータアップや行動パターンの変化などが発生するため注意しよう。<br><br><有効な状態異常><br>岩谷尚文：移動禁止<br>ラフタリア：移動禁止、暗闇<br>フィーロ：移動禁止、回復無効、クロックダウン<br>
QE_EV_SB_RANKQUEST_LV_20	全ての敵ユニット：<br>物攻・物防・魔攻・魔防・素早さ・器用さデバフ軽減90%<br><br>攻略のヒント：<br>■このバトルでは、敵・味方ユニット全員に対し『バフ効果ターン-1』『CT増加無効』の効果がある。<br><br>■敵ユニット『岩谷尚文』には以下の特徴がある。<br>・最初の被ダメージと、以降攻撃を4ヒット受けるごとに『ツヴァイト・ヒール』が発動し、1ターン被ダメージを軽減する。<br>・範囲攻撃に対して非常に高い耐性を持っている。<br>・敵ユニットが倒れるたびにパラメータアップや行動パターンの変化などが発生するため注意しよう。<br><br><有効な状態異常><br>岩谷尚文：移動禁止<br>ラフタリア：移動禁止、暗闇<br>フィーロ：移動禁止、回復無効、クロックダウン<br>
QE_EV_SB_RANKQUEST_LV_21	全ての敵ユニット：<br>物攻・物防・魔攻・魔防・素早さ・器用さデバフ軽減90%<br><br>攻略のヒント：<br>■このバトルでは、敵・味方ユニット全員に対し『バフ効果ターン-1』『CT増加無効』の効果がある。<br><br>■敵ユニット『岩谷尚文』には以下の特徴がある。<br>・最初の被ダメージと、以降攻撃を4ヒット受けるごとに『ツヴァイト・ヒール』が発動し、1ターン被ダメージを軽減する。<br>・範囲攻撃に対して非常に高い耐性を持っている。<br><br><有効な状態異常><br>岩谷尚文：移動禁止<br>グラス：移動禁止、暗闇、回復無効<br>フィトリア：移動禁止、回復無効、クロックダウン<br>
QE_EV_SB_RANKQUEST_LV_22	全ての敵ユニット：<br>物攻・物防・魔攻・魔防・素早さ・器用さデバフ軽減90%<br><br>攻略のヒント：<br>■このバトルでは、敵・味方ユニット全員に対し『バフ効果ターン-1』『CT増加無効』の効果がある。<br><br>■敵ユニットが倒れるたびにパラメータアップや行動パターンの変化などが発生するため注意しよう。<br><br><有効な状態異常><br>フィーロ：移動禁止、回復無効、クロックダウン<br>メルティ＝メルロマルク：移動禁止、回復無効、スタン(50%)、毒(50%)<br>フィトリア：移動禁止、回復無効、クロックダウン<br>
QE_EV_SB_RANKQUEST_LV_23	全ての敵ユニット：<br>物攻・物防・魔攻・魔防・素早さ・器用さデバフ軽減90%<br><br>攻略のヒント：<br>■このバトルでは、敵・味方ユニット全員に対し『バフ効果ターン-1』『CT増加無効』の効果がある。<br><br>■敵ユニット『岩谷尚文』には以下の特徴がある。<br>・最初の被ダメージと、以降攻撃を4ヒット受けるごとに『ツヴァイト・ヒール』が発動し、1ターン被ダメージを軽減する。<br>・範囲攻撃に対して非常に高い耐性を持っている。<br>・敵ユニットが倒れるたびにパラメータアップや行動パターンの変化などが発生するため注意しよう。<br><br><有効な状態異常><br>岩谷尚文：移動禁止<br>ラフタリア：移動禁止、暗闇<br>グラス：移動禁止、暗闇、回復無効<br>
QE_EV_SB_RANKQUEST_LV_24	全ての敵ユニット：<br>物攻・物防・魔攻・魔防・素早さ・器用さデバフ軽減90%<br><br>攻略のヒント：<br>■このバトルでは、敵・味方ユニット全員に対し『バフ効果ターン-1』『CT増加無効』の効果がある。<br><br>■敵ユニット『岩谷尚文』には以下の特徴がある。<br>・最初の被ダメージと、以降攻撃を4ヒット受けるごとに『ツヴァイト・ヒール』が発動し、1ターン被ダメージを軽減する。<br>・範囲攻撃に対して非常に高い耐性を持っている。<br>・敵ユニットが倒れるたびにパラメータアップや行動パターンの変化などが発生するため注意しよう。<br><br><有効な状態異常><br>岩谷尚文：移動禁止<br>グラス：移動禁止、暗闇、回復無効<br>フィトリア：移動禁止、回復無効、クロックダウン<br>
QE_EV_SB_RANKQUEST_LV_25	全ての敵ユニット：<br>物攻・物防・魔攻・魔防・素早さ・器用さデバフ軽減90%<br><br>攻略のヒント：<br>■このバトルでは、敵・味方ユニット全員に対し『バフ効果ターン-1』『CT増加無効』の効果がある。<br><br>■敵ユニット『岩谷尚文』には以下の特徴がある。<br>・最初の被ダメージと、以降攻撃を4ヒット受けるごとに『ツヴァイト・ヒール』が発動し、1ターン被ダメージを軽減する。<br>・範囲攻撃に対して非常に高い耐性を持っている。<br>・敵ユニットが倒れるたびにパラメータアップや行動パターンの変化などが発生するため注意しよう。<br><br><有効な状態異常><br>岩谷尚文：移動禁止<br>グラス：移動禁止、暗闇、回復無効<br>フィトリア：移動禁止、回復無効、クロックダウン<br>
