CARD_001_FLAVOR	俺もああなりたいなあ
TS_WADA_KURT_01_FLAVOR	想定してなかったわけではない。かつて刃と信念を交えた、分家の男との再会。<br><br>「…まったく、のんきな顔で食べる」<br><br>目の前には初めての甘味に頬を緩ませる男。何度打ちのめされようと“活人剣”を捨てない男だ。後生大事に抱え続ける甘い理想と互角にやり合うだけの腕。違えた道の先で認めたその刃は、納刀されたままくらいでちょうどいいのだろう。<br>（レイメイの苦笑まじりの感想）
TS_WADA_IZAYOI_02_FLAVOR	普段とは違う、着慣れない洋服。<br>普段とは違う、やり慣れない作業。<br>けれど普段通りに誰かの為に行動できるイザヨイさんとツルバミさん。<br><br>「うん、できました自信作。これです。みんな笑ってくれるかなぁ」<br><br>義賊としての“夜狐”の活動も誰かの笑顔の為というイザヨイさんたちは、わたくしにとって尊敬する花マルな人です。<br>（プルメリアの花マルな気持ち）
TS_GREED_KUBERA_01_FLAVOR	人も所詮は、力を求める獣。<br>命を喰らえねば、そこで朽ちる。弱き者から脱落する、至極単純な構造。<br><br>「罪に足元を掬われた弱き者に、遅れなど取りはしない」<br><br>この罪域を覆う穢れも、弱き者の血飛沫も我らが願いを揺るがすことはない。<br>ただ誰よりも高き境地に至る為。<br>我が大剣の切り口に、一切の曇りなし。<br>（クベラの揺るぎなき信念）
TS_NORTH_RAKINA_02_FLAVOR	与えられた聖教騎士の団服、大切にしていたリボン、奮い立たせた心すら吹き飛ばされそうな力の奔流の中で、聖石ルシファーがわたしを試すように輝く。<br><br>「ほんの一瞬だけでいい…わたしに力を貸して――」<br><br>もう、運命は言い訳にしない。<br>わたしの友達が、わたしに“生きたい”という意志をくれたから。<br>（ラキナの強い想い）
TS_TAGATAME_SENRYU_01_FLAVOR	血狼と呼ばれたジークが赤ちゃんの泣き声で、今までの禁術を使用した殺戮を焼け野原となった場で悔いる悲しい様。
TS_TAGATAME_SENRYU_02_FLAVOR	CCや念装、クエストの仕様など、タガタメは旧キャラ・低レアキャラの救済も上手いなぁという感嘆を込めました！
TS_TAGATAME_SENRYU_03_FLAVOR	タガタメキャラ川柳の作品。
TS_TAGATAME_SENRYU_04_FLAVOR	冥弩メメントストーリー、ラストシーンのアハトをイメージ。
TS_WADA_REN_01_FLAVOR	その日の風は冷たくもあり、優しかったことを覚えている。姉ちゃんの想いはわかるようでわからなかったけど、その風が俺の道を教えてくれたように思えた。<br><br>「レンくん、またいつか」<br><br>俺はその時黒斗の御守を手に、どんな顔で姉ちゃんがその言葉をしているのか思い浮かべていた。それが俺の中にいつまでも残る姉ちゃんの笑顔になったんだ。<br>（レンの回想）
TS_WRATH_THREE_NOBLES_01_FLAVOR	背中を預け、預けられる戦友とともにある喜び。それが武人を高みへと導く。<br><br>「この戦場を制するは我らラース三傑。我らが刃、誰にも止めさせはしない」<br><br>ラーストリスの勇将の名を問えば、必ず彼らの名が挙がる。陽光を受けて、その胸で輝く揃いの徽章。それは戦場を貫き通す光となり、進軍の道標となるのだ。<br>（サディアス・フロリオ『戦場の人々』戦場に並び立つ将星）
TS_WADA_NATSUME_01_FLAVOR	願ったのは平和とこの血の終わり。紡がれた理想と掟が私を支え、私を縛る。<br><br>「先に逝くといい。あちらで出会ったら名前くらいは教えてやろう」<br><br>この刀に斬れぬものなどないと讃えられようと、そこに意味はない。決して斬れぬ理想と掟、そしてふたりだけの血の繋がり。我らは黒斗、この世に蔓延る鬼も悪意もただ斬り払うのみ。<br>（ナツメの揺るがぬ心気）
TS_TAGATAME_SENRYU_05_FLAVOR	Ｄ．リリィとナァヂュ、互いの想いが行き違い交錯する様を表現してみました。<br>Ｄ．リリィを想うが故のナァヂュの苦悩と若さが招いたのか、また感情の問題か、彼等の心理描写をもっと見聞きしたいと改めて感じます。
TS_TAGATAME_SENRYU_06_FLAVOR	カムイを歌ったものです。カムイは普通の人間よりも遥かに長い時を生きる中で、里のみんなや砂漠ギルドの面々、テオナやヒシャームといった沢山の人々と縁を結んできました。５章終盤でセクリディスを打ち倒すためにその旧知の人達を召喚し、力を借りて戦う場面に強く心を打たれました。そこをイメージして詠みました。
TS_TAGATAME_SENRYU_07_FLAVOR	タラちゃんの念装を手に入れたけど、なかなかタラちゃんの欠片が集まらなくて育たないから、拳聖のゴルマラスにタラちゃんの念装武具のシガーを装備させてるところを句にしました。
TS_TAGATAME_SENRYU_08_FLAVOR	遠くまでよく響く大砲の音色から、生き生きとしたベルタの姿を幻視して心安らぐ様を描きました。
TS_SAGA_YURA_01_FLAVOR	獣人であるわたし。騎士になることを選んだわたし。自分の力がどこかで役に立つと信じていたわたし。ずっとそうしてこの足で歩いてきた。何かを期待して。<br><br>「ふぅ、ひとやすみ。わたしの一歩がみんなの為になればいいんだから」<br><br>獣人であることに変わりはないけれど、この国や仲間の為にこの力を活かす。ただそれだけ。それで十分なんだから。<br>（ユラのたどり着いた想い）
TS_ENVYRIA_DARTAGNAN_02_FLAVOR	ここはスロウスシュタインが誇る技術開発局。誰もがその技術に、その取り組みへの敬意を持つべき特別な場所。<br><br>「あっ、またダルタニャンって！」<br><br>最初は槍を抱えた騎士が飛び込んできて驚いたけど、今ではすっかり馴染んでいるのよね。ここが時々遊びに来るような軽い場所だとは思わないけど、それを楽しみに待っちゃう存在って不思議よね。<br>（アミスの穏やかな胸中）
TS_SAGA_SEIDA_02_FLAVOR	サガの大地をワダツミの二の舞にさせないという言葉、それはとても嬉しいものだったけど、みんなそれ以上の想いを持たないといけないような状況ね。<br><br>「覚悟はできていますから」<br><br>私もサガの地を、みんなが紡いできた正義をこの指輪に誓って守りたい。だからどんな非効率を貫いたとしても、私の最後の風、絶対に届かせて見せる。<br>（セーダの覚悟の風）
TS_GLUTTONY_IRENE_01_FLAVOR	世界の秩序を脅かす者はこの手で排除する。それが私の生きる道であり、私の生きる意味。そこに意志はいらず、骸として闇に紛れ、ただ葬送の矢を放つのみ。<br><br>「やることはひとつ。消せ」<br><br>同じ場所にいたアナタが似合わぬ光にすべてを捧げ、自身を人形のようだと思ったこともない私の空洞にも光を照らす。伝えるべき言葉はそうして生まれた。<br>（自分の言葉を抱いたイレーネの想い）
TS_CRY_01_FLAVOR	「この刀を振るい続けよう。僕の王を守る為、僕と王の願いを叶える為に…」<br><br>天を仰ぐ平将門の望みは、変わらない。同じ英雄のダークオリヴィエは、相も変わらず、未知の出来事に思いを馳せていた。同じ王のもとに集う彼らは、王の傍にいる理由も、抱えている想いも、出自も、何ひとつ重なることはない。<br>それでも、英雄たちは王のもとで、己が望みの為に戦場に身を投じる。<br>それだけは、永久に不変であった。
TS_TAGATAME_SENRYU_09_FLAVOR	真理念装「剣豪のスイカ斬り」が実装されて<br>「桜花の刀聖」としてレイドクエストに挑むスズカを表した川柳です。<br>今まではダークナイト【ゲルニカ】での出撃が多く、刀よりも大剣が手に馴染んでいました。<br>しかし、桜花ビキニを装備して再び刀を振るう機会を得ました。前よりもさらに強力な一太刀を放っているでしょう。<br>…私のところにいるスズカは水着を手に入れてないので、まだ万天葬刃を放ってます。<br>悲しい。
