IT_US_FATE_TAIYAKI_EXPR	Casts Quicken status on user for three turns.
IT_PI_FF15_PROMPUTO_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_FF15_ARANEA_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_KLIMA_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_LEONIA_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_ACHAD_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_VIER_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_FAIRLILY_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_EDWIN_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_RH_STOCK_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_RH_ERUKA_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_RH_ATO_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_RH_RAINY_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_ANNIKA_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_HUGO_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_CELLIERS_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_POK_EROS_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_S_AMATERASU_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_S_YURI_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_PRISCILA_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_FUJICA_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_ZYVA_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_NOIN_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_FURY_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_FEIRIN_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_TOMAS_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_TETIS_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_SQ_PALADIN_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_SQ_PRINCESS_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_SQ_SHENMEI_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_SQ_GUNNER_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_LUCILLE_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_EMA_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_HISHARMU_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_LEYDOW_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_IZAYOI_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_DARTAGNIAN_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_WON_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_INES_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_UZUMA_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_BLITZ_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_BIRGITTA_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_FA_EDWARD_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_FA_PRIDE_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_TORITOH_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_CORDELIA_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_FA_ALPHONSE_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_FA_MUSTANG_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_FA_HAWKEYE_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_FA_WRATH_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_FA_ENVY_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_ITSUKI_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_TSANGLEI_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_POK_LONGINUS_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_POK_ARTEMIS_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_ZENN_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_BELTA_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_POK_BLK_TYRHUNG_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_POK_BLK_LAEVATEINN_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_LOTIA_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_KEVIN_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_AISHA_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_GUILDFORD_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_FF15_REGIS_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_FF15_COR_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_FF15_IRIS_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_TERESA_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_SHIRMA_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_KURT_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_POK_PARASHU_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_POK_FREIKUGEL_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_S_TSUKUYOMI_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_FIONA_EXPR	An item required for Limit Breaks
IT_PI_GERALD_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_NATALIE_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_L_UROB_EXPR	An item required for Limit Breaks
IT_PI_NINA_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_THOL_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_LETICIA_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_NIGURU_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_IRA_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_CARLA_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_ANKH_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_NEFERTY_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_APR_LIZ_EXPR	An item required for Limit Breaks.
IT_PI_DON_TARAS_EXPR	An item required for Limit Breaks.
IT_PI_ORION_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_POK_BLK_ARTEMIS_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_CRY_MERLINUS_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_REN_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_KAMUI_EXPR	An item required for Limit Breaks
IT_PI_CRY_ARTHUR_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_MORE_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_LEAFA_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_ALMA_EXPR	An item required for Limit Breaks.
IT_PI_REBECCA_EXPR	An item required for Limit Breaks.
IT_PI_KAYA_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_AOT_EREN_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_AOT_REINER_EXPR	An item required for Limit Breaks.
IT_PI_AOT_LEVI_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_AOT_MIKASA_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_AOT_HANJI_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_BUD_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_YUDIT_EXPR	Required for Limit Breaks. If you collect enough Soul Shards, you can also transmute the corresponding unit.
IT_PI_COMMON_FIRE_EXPR	Limit Break item for use with Fire characters
IT_PI_COMMON_WATER_EXPR	Limit Break item for use with Water characters
IT_PI_COMMON_THUNDER_EXPR	Limit Break item for use with Thunder characters
IT_PI_COMMON_WIND_EXPR	Limit Break item for use with Wind characters
IT_PI_COMMON_LIGHT_EXPR	Limit Break item for use with Light characters
IT_PI_COMMON_DARK_EXPR	Limit Break item for use with Dark characters
IT_PI_COMMON_ALL_EXPR	Limit Break item for use with characters of any element
IT_PI_COMMON_COLLABO_EXPR	 
IT_PI_COMMON_COLLABO_FLAVOR	 
IT_EV_FIRE_L_GOLEM_EXPR	Can be used to evolve Fire Phantoms
IT_EV_FIRE_L_GOLEM_FLAVOR	This fragmented Golem was created by accident as a result of attempts to mass-produce humanoid weapons that were carried out long ago. It cannot function as a weapon, and is essentially nothing more than a crystallized mass of Alchemia. It contains a small amount of Fire energy.
IT_EV_WATER_L_GOLEM_EXPR	Can be used to evolve Water Phantoms
IT_EV_WATER_L_GOLEM_FLAVOR	This fragmented Golem was created by accident as a result of attempts to mass-produce humanoid weapons that were carried out long ago. It cannot function as a weapon, and is essentially nothing more than a crystallized mass of Alchemia. It contains a small amount of Water energy.
IT_EV_WIND_L_GOLEM_EXPR	Can be used to evolve Wind Phantoms
IT_EV_WIND_L_GOLEM_FLAVOR	This fragmented Golem was created by accident as a result of attempts to mass-produce humanoid weapons that were carried out long ago. It cannot function as a weapon, and is essentially nothing more than a crystallized mass of Alchemia. It contains a small amount of Wind energy.
IT_EV_THUNDER_L_GOLEM_EXPR	Can be used to evolve Thunder Phantoms
IT_EV_THUNDER_L_GOLEM_FLAVOR	This fragmented Golem was created by accident as a result of attempts to mass-produce humanoid weapons that were carried out long ago. It cannot function as a weapon, and is essentially nothing more than a crystallized mass of Alchemia. It contains a small amount of Thunder energy.
IT_EV_SHINE_L_GOLEM_EXPR	Can be used to evolve Light Phantoms
IT_EV_SHINE_L_GOLEM_FLAVOR	This fragmented Golem was created by accident as a result of attempts to mass-produce humanoid weapons that were carried out long ago. It cannot function as a weapon, and is essentially nothing more than a crystallized mass of Alchemia. It contains a small amount of Light energy.
IT_EV_DARK_L_GOLEM_EXPR	Can be used to evolve Dark Phantoms
IT_EV_DARK_L_GOLEM_FLAVOR	This fragmented Golem was created by accident as a result of attempts to mass-produce humanoid weapons that were carried out long ago. It cannot function as a weapon, and is essentially nothing more than a crystallized mass of Alchemia. It contains a small amount of Dark energy.
IT_EV_FIRE_M_GOLEM_EXPR	Can be used to evolve Fire Phantoms
IT_EV_FIRE_M_GOLEM_FLAVOR	This incomplete Golem was created by accident as a result of attempts to mass-produce humanoid weapons that were carried out long ago. It cannot function as a weapon, and is essentially nothing more than a crystallized mass of Alchemia. It contains a medium amount of Fire energy.
IT_EV_WATER_M_GOLEM_EXPR	Can be used to evolve Water Phantoms
IT_EV_WATER_M_GOLEM_FLAVOR	This incomplete Golem was created by accident as a result of attempts to mass-produce humanoid weapons that were carried out long ago. It cannot function as a weapon, and is essentially nothing more than a crystallized mass of Alchemia. It contains a medium amount of Water energy.
IT_EV_WIND_M_GOLEM_EXPR	Can be used to evolve Wind Phantoms
IT_EV_WIND_M_GOLEM_FLAVOR	This incomplete Golem was created by accident as a result of attempts to mass-produce humanoid weapons that were carried out long ago. It cannot function as a weapon, and is essentially nothing more than a crystallized mass of Alchemia. It contains a medium amount of Wind energy.
IT_EV_THUNDER_M_GOLEM_EXPR	Can be used to evolve Thunder Phantoms
IT_EV_THUNDER_M_GOLEM_FLAVOR	This incomplete Golem was created by accident as a result of attempts to mass-produce humanoid weapons that were carried out long ago. It cannot function as a weapon, and is essentially nothing more than a crystallized mass of Alchemia. It contains a medium amount of Thunder energy.
IT_EV_SHINE_M_GOLEM_EXPR	Can be used to evolve Light Phantoms
IT_EV_SHINE_M_GOLEM_FLAVOR	This incomplete Golem was created by accident as a result of attempts to mass-produce humanoid weapons that were carried out long ago. It cannot function as a weapon, and is essentially nothing more than a crystallized mass of Alchemia. It contains a medium amount of Light energy.
IT_EV_DARK_M_GOLEM_EXPR	Can be used to evolve Dark Phantoms
IT_EV_DARK_M_GOLEM_FLAVOR	This incomplete Golem was created by accident as a result of attempts to mass-produce humanoid weapons that were carried out long ago. It cannot function as a weapon, and is essentially nothing more than a crystallized mass of Alchemia. It contains a medium amount of Dark energy.
