IT_US_FATE_TAIYAKI_EXPR	3回合內，帶有加速效果
IT_EQ_KUDH_LAN2_05_FLAVOR	庫達恩修坦喜愛的護手被黑暗靈氣浸染後的產物。原本是隱密行動中重要的外套，但是黑暗浸染後變成很惹眼。但是耐性卻被大幅強化了。
IT_EQ_KUDH_LAN2_06_EXPR	庫達固有職業【魔槍騎士+】的裝備　◆會心+24、靈巧+24、速度+6、毒耐性+7、奪魂耐性+7
IT_EQ_KUDH_LAN2_06_FLAVOR	庫達恩修坦喜愛的護手被黑暗靈氣浸染後的產物。是加入騎士團前愛用的圍巾，端頭有點散開。但是庫達卻從沒嫌棄過這個圍巾。
IT_EQ_FREE_LANCE_EXPR	弗里德固有職業【上級龍騎+】的裝備　◆物攻+30、會心+20、HP+30、靈巧+9、魔攻+16、奪魂耐性+8、睡眠耐性+8、鈍足耐性+8
IT_EQ_FREE_LANCE_FLAVOR	帶有作為筆頭藏書管理官證明的銀翼龍的紋章的槍。槍柄據說也用到了龍骨。作為文官的弗里德很少有機會使用它，但是戰鬥時使用起來也很輕便。
IT_EQ_FREE_BARRETTA_EXPR	弗里德固有職業【上級龍騎+】的裝備　◆魔防+18，物攻+18，靈巧+10，睡眠耐性+7，奪魂耐性+7
IT_EQ_FREE_BARRETTA_FLAVOR	使用了龍的骨刺的頭飾。傳說中的龍連骨頭都是很珍貴的，常年的戰鬥生出骨刺的龍更是巨大。能使用骨刺的人在軍中也是很優秀的。
IT_EQ_FREE_MEDAL_EXPR	弗里德固有職業【上級龍騎+】的裝備　◆運+12 魔力獲得+4 會心+30 風耐性+2 石化耐性+7
IT_EQ_FREE_MEDAL_FLAVOR	銀翼龍的勳章是筆頭藏書管理官的證明。如果不帶著這個勳章，是無法進入有著國家和軍隊機密的國立圖書館的。有這種許可權的人很少。
IT_EQ_FREE_BOOT_EXPR	弗里德固有職業【上級龍騎+】的裝備　◆速度+8 靈巧+24 物防+4 魔防+6 麻痹耐性+7
IT_EQ_FREE_BOOT_FLAVOR	藏書管理官禮裝用的靴子。是用特殊的布製成的，穿上後拉伸一下可以防護住大腿部。腳跟和裝飾部分是模仿銀翼龍的骨頭設計的。和夾克·披肩等很搭。
IT_EQ_FREE_FEILEADH_EXPR	弗里德固有職業【上級龍騎+】的裝備　◆HP+24 物防+10 速度+4 毒耐性+7 水耐性+2
IT_EQ_FREE_FEILEADH_FLAVOR	藏書管理官禮裝用的服飾，是有點像裙子那樣的貼身披肩。帶著披肩是文官的證明，即使在戰場上也能輕易分辨出來是非戰鬥人員。
IT_EQ_FREE_JACKET_EXPR	弗里德固有職業【上級龍騎+】的裝備　◆物防+4 HP+30 魔防+6 暗耐性+2 火耐性+2
IT_EQ_FREE_JACKET_FLAVOR	藏書管理官禮裝用的夾克。作為軍服裝飾很多，各個位置都是模仿銀翼龍的骨頭設計的。弗里德覺得這個作為文官來說太花哨了，但是穿久了就習慣了。
IT_EQ_DIS_KILL_EXPR	奇力亞固有職業【流浪的惡魔】的裝備　◆HP+32、物攻+32、物防+10、速度+3、水耐性+1、奪魂耐性+8、睡眠耐性+8、鈍足耐性+8
IT_EQ_DIS_KILL_FLAVOR	奇力亞平時穿著的用魔力製成的一套衣服。以黑色為基調的衣服混雜著紅色，配上不祥的羽毛，就讓人感覺是個惡魔而且很時髦。
IT_EQ_DIS_SERA_EXPR	雪拉菲娜固有職業【絢爛魔界姬魔王】的裝備　◆靈巧+26、物攻+12、速度+3、會心+24、獲得魔力+3、麻痺耐性+8、攻擊禁止耐性+8、移動禁止耐性+8
IT_EQ_DIS_SERA_FLAVOR	雪拉菲娜經常穿著的用魔力製成的服裝。惡魔雖然基本都不穿衣服，但是為了迷惑男性為所欲為，還是需要衣服的。當然，有錢可以買到的小物件都是很高昂的。
IT_EQ_DIS_REDM_EXPR	火紅瑪格納斯固有職業【灼熱魔界魔王】的裝備　◆HP+90、物攻+36、物防+14、會心+20、火耐性+1、奪魂耐性+8、睡眠耐性+8、鈍足耐性+8
IT_EQ_DIS_REDM_FLAVOR	為了完美的展現超級肌肉的衣服。…如火紅馬格納斯所言的用魔力製成的衣裝。上半身幾乎啥也沒有，防禦力似乎也沒有。但是超級肌肉似乎就是衣服了。
IT_EQ_DIS_ARCH_EXPR	魔界Archer鈴固有職業【魔界Archer】的裝備　◆HP+30、物攻+20、靈巧+24、會心+16、風耐性+1、麻痺耐性+8、攻擊禁止耐性+8、移動禁止耐性+8
IT_EQ_DIS_ARCH_FLAVOR	在魔界中非常稀少的，穩重且禮儀端正的職業Archer的服裝。穿在身上非常可愛完全不覺得是惡魔，而且還能增加對自己的嚴格管理。但是否會穩重就不知道了。
IT_EQ_DIS_CAT_EXPR	魔界Archer鈴固有職業【貓娘族】的裝備　◆物攻+20、會心+24、速度+4、獲得魔力+2、風耐性+1、奪魂耐性+8、睡眠耐性+8、鈍足耐性+8
IT_EQ_DIS_CAT_FLAVOR	射手鈴所自豪的瘋丫頭貓娘族的服飾。用魔力製成的這個服裝可以完全發揮貓娘族的力量，無論怎麼戰鬥都不會忘記追擊和反擊。
IT_EQ_DIS_USAL_1_EXPR	兔兔莉雅固有職業【兔兔魔界魔王】的裝備　◆HP+20、物防+20、魔防+8、獲得魔力+2、雷耐性+1、奪魂耐性+8、睡眠耐性+8、鈍足耐性+8
IT_EQ_DIS_USAL_1_FLAVOR	和兔兔莉雅小巧的身軀非常匹配的魔力衣服。因為也迎合了她的口味，所以不論多少年齡，都不願意換掉這個超級可愛的設計。
IT_EQ_DIS_USAL_2_EXPR	兔兔莉雅固有職業【兔兔魔界魔王】的裝備　◆魔防+6、靈巧+8、速度+3、水耐性+1
IT_EQ_DIS_USAL_2_FLAVOR	也許是覺得下半身的衣服太薄了，特地追求溫暖的樣式而設計出來的保暖魔力服裝。有著肉球的標誌等等，典型的孩童心爆棚的設計。
IT_EQ_DIS_USAL_3_EXPR	兔兔莉雅固有職業【兔兔魔界魔王】的裝備　◆速度+2、運+6、風耐性+1、暗耐性+1
IT_EQ_DIS_USAL_3_FLAVOR	端頭帶有小蟲子般裝飾的圍巾。雖然看過去像蟲子，但只是飾品而已，摸起來很鬆軟，手感很好。但是要小心靜電。
IT_EQ_LAHA_CLOTHES_EXPR	拉哈魯固有職業【魔王】的裝備  ◆物攻+18、速度+8、會心+10、靈巧+16、奪魂耐性+15、睡眠耐性+8、鈍足耐性+8
IT_EQ_LAHA_CLOTHES_FLAVOR	繼承魔王的人和人類會面時也不失體面的魔力衣服。看過去像是圍巾的部分會變化成翅膀，因為作為魔王總是要讓人看到有翅膀的嘛。
IT_EQ_ETON_CLOTHES_EXPR	艾多娜固有職業【魔王的家臣】的裝備　◆HP+20、物攻+18、物防+18、靈巧+16、暗耐性+2、奪魂耐性+8、睡眠耐性+8、鈍足耐性+8
IT_EQ_ETON_CLOTHES_FLAVOR	艾特娜平時都穿著的，可愛的小惡魔般的魔力服裝。艾特娜很自覺的穿著，暴露度也高，很容易吸引眼球，但是絕不會讓人看出胸圍。
IT_EQ_PRIN2_PORCH_EXPR	普利尼固有職業【普利尼隊】的裝備  ◆物攻+10、會心+12、速度+3、靈巧+8、火耐性+1、奪魂耐性+8、睡眠耐性+8、鈍足耐性+8
IT_EQ_PRIN2_PORCH_FLAVOR	普利尼雖然是惡魔，但是不是人型的，所以經常把小東西帶著身上。這個小包據說里面什麼都可以有，可以是新鮮的沙丁魚，也可以是炸彈。。
IT_EQ_PRIN3_BOMB_EXPR	普利尼固有職業【普利尼將軍】的裝備　◆HP+18、物攻+8、物防+12、火耐性+2、水耐性+2、奪魂耐性+8、睡眠耐性+8、鈍足耐性+8
IT_EQ_PRIN3_BOMB_FLAVOR	普利尼雖然是惡魔，但是魔力卻不如其他惡魔，攻擊力低下的部分由炸彈來填補。對於令人心痛的防禦力來說，由於是宿命，也沒有刻意去彌補了。
IT_EQ_PRIN1_BONE_EXPR	普利尼固有職業【普利尼神】的裝備　◆HP+12、物攻+22、物防+18、速度+5、火耐性+2、奪魂耐性+8、睡眠耐性+8、鈍足耐性+8
IT_EQ_PRIN1_BONE_FLAVOR	普利尼是惡魔。。而且有許多普利尼存在。普利尼四面掃射是特別種類的普利尼才能釋放的。而掃射所必要的東西就是這個裝備了。
IT_EQ_DIS_THI_CLOTHES_EXPR	魔界盜賊阿爾彌拉固有職業【魔界盜賊】的裝備  ◆物攻+18、靈巧+30、速度+12、獲得魔力+3、魔力+3、麻痺耐性+8、攻擊禁止耐性+8、移動禁止耐性+8
IT_EQ_DIS_THI_CLOTHES_FLAVOR	在魔界中最為流行的職業—盜賊的服裝。屬於全魔界盜賊協會的女賊們都會穿這個。魔界的盜賊好像連心都會盜取的…？
IT_EQ_DIS_SAM_CLOTHES_EXPR	魔界盜賊阿爾彌拉固有職業【魔界武士】的裝備　◆HP+18、物攻+24、會心+10、速度+4、火耐性+2、奪魂耐性+8、睡眠耐性+8、鈍足耐性+8
IT_EQ_DIS_SAM_CLOTHES_FLAVOR	魔界中少數的，大氣淩然的女性侍的服裝。兼具為了主君挺身而出的美麗與武力。如果有少許失敗的話好像就要“切腹”之類的。。
IT_EQ_DIS_DEMON_SUIT_EXPR	夜魔族蘿莎固有職業【夜魔族】的裝備  ◆魔攻+20、魔防+20、速度+10、獲得魔力+3、火耐性+2、麻痺耐性+8、攻擊禁止耐性+8、移動禁止耐性+8
IT_EQ_DIS_DEMON_SUIT_FLAVOR	作為性感的惡魔在魔界知名度很高的夜魔族的衣服。當然是用魔力製成的，性感的魔力充斥其間。不用說，男人看到這個樣子如果不小心的話會要命的。
IT_EQ_DIS_WIZ_DRESS_EXPR	夜魔族蘿莎固有職業【魔界魔法師】的裝備  ◆魔攻+24、魔力+12、火耐性+2、水耐性+2、風耐性+2、石化耐性+8、停止耐性+8、沉默耐性+8
IT_EQ_DIS_WIZ_DRESS_FLAVOR	魔界中眾多職業之一，是魔法師的服裝。雖然給人單調灑脫的印象，但是在魔界里天真爛漫性格的魔法師似乎很多。即使穿著這個也不會說“咳咳”。
IT_EQ_LIES_2CC_BROOM_EXPR	莉茲蓓特固有職業【魔法師+】的裝備　◆魔攻+20、魔防+12、速度+1、奪魂耐性+7、水耐性+2、石化耐性+8、停止耐性+8、沉默耐性+8
IT_EQ_LIES_2CC_BROOM_FLAVOR	是魔女的必須品，對莉茲來說是世界上不可替代的法杖。過去是卡蒂亞使用的，在入學的時候莉茲說過想用這個法杖飛起來，於是就讓給她了。
IT_EQ_LIES_2CC_UNIFORM_EXPR	莉茲蓓特固有職業【魔法師+】的裝備　◆HP+16、物防+16、魔防+26、暗耐性+2、黑暗耐性+7
IT_EQ_LIES_2CC_UNIFORM_FLAVOR	莉茲在比那斯魔法學校上學時所穿的一套制服。即使在寒冷的路斯特布魯格里也不會感覺到寒冷的，包含著卡蒂亞的愛的溫暖外套和裙子。
IT_EQ_LIES_2CC_BOOTS_EXPR	莉茲蓓特固有職業【魔法師+】的裝備　◆魔攻+16、靈巧+10、速度+3、麻痹耐性+7、石化耐性+7
IT_EQ_LIES_2CC_BOOTS_FLAVOR	莉茲愛用的長靴。在經常降雪的路斯特布魯格，許多靴子都是加長的。和外套裙子一樣，牢固性和柔軟親膚性是最自豪的。
IT_EQ_LIES_2CC_BOUQUET_EXPR	莉茲蓓特固有職業【魔法師+】的裝備　◆HP+32、物攻+16、速度+3、暈眩耐性+7、風耐性+1
IT_EQ_LIES_2CC_BOUQUET_FLAVOR	莉茲想到了和父母的往事，為卡蒂亞所摘取的花束。雖說是為了求婚的禮物，但是聽到卡蒂亞說這是自己家族的象徵，莉茲也很開心的笑了。
IT_EQ_LIES_2CC_BARRETTE_EXPR	莉茲蓓特固有職業【魔法師+】的裝備　◆魔攻+20、魔防+20、會心+14、靈巧+12、睡眠耐性+7
IT_EQ_LIES_2CC_BARRETTE_FLAVOR	莉茲經常佩戴的，很喜歡的發飾。雖然是由本人大力推薦而製成映襯發色的樣式，但是一不小心就會夾住頭髮這一點令人痛心。
IT_EQ_LIES_2CC_BADGE_EXPR	莉茲蓓特固有職業【魔法師+】的裝備　◆魔力+16 運+12 會心+9 速度+3 火耐性+5
IT_EQ_LIES_2CC_BADGE_FLAVOR	是比那斯魔法學校的學生證明的徽章。平時莉茲都是好好帶著的，但是就是檢查服裝那天忘記了，於是就經常借用阿爾瑪的備用徽章。
IT_EQ_YUAN_ARROW_EXPR	尤安固有職業【忍者+】的裝備　◆靈巧+32、物攻+50、速度+2、魔力獲得量+2、風耐性+1、麻痺耐性+8、攻擊禁止耐性+8、移動禁止耐性+8
IT_EQ_YUAN_ARROW_FLAVOR	尤安常年使用的愛弓。不管是危險的山地還是暗殺任務，都能用這個弓渡過難關。是僅次於魯希德的重要存在，不管變的多舊都不肯捨棄。
IT_EQ_YUAN_BELT_EXPR	尤安固有職業【忍者+】的裝備 ◆HP+90、物防+36、運+16、火耐性+2、毒耐性+25
IT_EQ_YUAN_BELT_FLAVOR	固定在尤安腰部的裝備。放入了很多的工作道具，很有分量。雖然被弟弟魯希德吐槽說很不好看，但是他本人心態很好很滿足。
IT_EQ_YUAN_GEAR_EXPR	尤安固有職業【忍者+】的裝備 ◆物防+26 魔防+26 HP+80 暈眩耐性+25 水耐性+2
IT_EQ_YUAN_GEAR_FLAVOR	尤安堅固的護肩。由於重視性能，買入以後尤安的肩膀就沒受傷過。尤安也希望讓弟弟戴上去，但是似乎弟弟聽不進去。
IT_EQ_YUAN_BUNDLE_EXPR	尤安固有職業【忍者+】的裝備　◆靈巧+48 會心+32 運+26 速度+2 風耐性+2
IT_EQ_YUAN_BUNDLE_FLAVOR	尤安上戰場時所攜帶的箭筒。他做了各種堅實的準備，但是弟弟卻極力主張不要穿那些難看的服飾，尤安作為哥哥總有著不安。
IT_EQ_YUAN_BOOTS_EXPR	尤安固有職業【忍者+】的裝備　◆速度+6 靈巧+20 魔防+32 睡眠耐性+25 麻痺耐性+25
IT_EQ_YUAN_BOOTS_FLAVOR	保護尤安腳部的鞋子。戰場上不會受到不必要的傷害，鞋底的厚度是他最愛的。所以就會擔心弟弟魯希德所喜歡的那種前端很尖的鞋子會不會傷到他的腳。
IT_EQ_YUAN_BLADE_EXPR	尤安固有職業【忍者+】的裝備　◆物攻+50，速度+2，會心+32，奪魂耐性+25，石化耐性+25
IT_EQ_YUAN_BLADE_FLAVOR	尤安在各種場合都佩帶的小刀。因為用途很廣，所以經常帶著備用品。但是在弟弟看來，這種小刀很容易傷身，所以很害怕。
IT_EQ_ARKI_HOOKAH_EXPR	阿基爾固有職業【魔法劍士+】的裝備　◆魔防+24、魔攻+26、運+16、麻痺耐性+7、火耐性+3、奪魂耐性+8、睡眠耐性+8、鈍足耐性+8
IT_EQ_ARKI_HOOKAH_FLAVOR	魔力很高的水煙。沒有其他怪異的成分，只使用了鍊金濃度高的煙葉，是含在精緻水里吸的。工作後的小憩時，阿基爾最喜歡這個。
IT_EQ_ARKI_TURBAN_EXPR	阿基爾固有職業【魔法劍士+】的裝備　◆物防+24 魔攻+26 速度+2 毒耐性+7 水耐性+3
IT_EQ_ARKI_TURBAN_FLAVOR	阿基爾頭部的華麗裝飾頭巾。讓一片布長長的垂下來隨風擺動就是他的風格。不但看過去漂亮，而且為了保護頭部是用堅固的布製作的。
IT_EQ_ARKI_JACKET_EXPR	阿基爾固有職業【魔法劍士+】的裝備　◆HP+36 物防+12 速度+1 奪魂耐性+7 風耐性+3
IT_EQ_ARKI_JACKET_FLAVOR	阿基爾上半身的華麗服飾。袖子是用最高級的素材做的，輕便性超群。肩部和頭部等重要部位是用刺繡和金屬來裝飾的，還兼顧了防禦力。
IT_EQ_ARKI_GAUNTLET_EXPR	阿基爾固有職業【魔法劍士+】的裝備　◆物攻+32 會心+14 靈巧+10 暈眩耐性+7 雷耐性+3
IT_EQ_ARKI_GAUNTLET_FLAVOR	裝飾阿基爾手腕的護腕。但是他卻不當做防具來用，只是當做一個配套的裝飾品來看待。
IT_EQ_ARKI_BOOTS_EXPR	阿基爾固有職業【魔法劍士+】的裝備　◆HP+36 魔攻+20 速度+2 睡眠耐性+7 光耐性+3
IT_EQ_ARKI_BOOTS_FLAVOR	即使在難以移動的沙漠也能快速適應的沙漠靴子。由於阿基爾是以頭巾為中心來搭配服裝的，所以就找專人來設計製作出來的。
IT_EQ_ARKI_REVOLVER_EXPR	阿基爾固有職業【魔法劍士+】的裝備　◆物攻+32 魔攻+20 會心+12 石化耐性+7 暗耐性+3
IT_EQ_ARKI_REVOLVER_FLAVOR	阿基爾護身用的手槍。阿基爾佩帶的東西不但重視性能還要求美觀，銃身閃著金色，槍柄上還有美麗的雕刻。
IT_EQ_SUTO_SAVER_EXPR	史特莉婭固有職業【暗殺者+】的裝備　◆物攻+24、速度+6、會心+20、獲得魔力+4、最大魔力+6、麻痺耐性+8、攻擊禁止耐性+8、移動禁止耐性+8
IT_EQ_SUTO_SAVER_FLAVOR	史特莉婭所喜愛的彎刀。本人雖然說這個武器很符合自己的風格，但是她發出的刀刃可不單是裝飾品，幫她度過了許多危險，可以說是夥伴一樣的存在。
IT_EQ_SUTO_HAT_EXPR	史特莉婭固有職業【暗殺者+】的裝備　◆物防+16 HP+30 靈巧+16 水耐性+2 麻痹耐性+7
IT_EQ_SUTO_HAT_FLAVOR	史特莉婭佩帶的奢華的帽子。是難得用正當手段買入的珍品。外出時只有兩種情況會摘下帽子，一是整理頭髮時，二是在賭博時大勝對手後脫帽還禮。
IT_EQ_SUTO_CLOTHES_EXPR	史特莉婭固有職業【暗殺者+】的裝備　◆物防+12 HP+40 速度+4 風耐性+2 睡眠耐性+7
IT_EQ_SUTO_CLOTHES_FLAVOR	包裹著史特莉婭身體的服裝。雖然重視功能性，但是作為她的工作服·賭博服，更為重要的是要奢華，以及不輸給任何人的奪目色彩。
IT_EQ_SUTO_COAT_EXPR	史特莉婭固有職業【暗殺者+】的裝備 ◆HP+40 物防+16 魔防+6 火耐性+2 毒耐性+10
IT_EQ_SUTO_COAT_FLAVOR	史特莉婭所披掛的外套。鮮豔的襯布色彩多人眼球，據說就是襯布就抵得上一般人一年的收入了。而且在出老千的時候還能隱藏自己手部的動作，是非常便利的道具。
IT_EQ_SUTO_TRUMP_EXPR	史特莉婭固有職業【暗殺者+】的裝備　◆運+32 魔防+8 靈巧+14 奪魂耐性+7 停止耐性+11
IT_EQ_SUTO_TRUMP_FLAVOR	史特莉婭經常帶著的卡牌。飛出卡牌可以起到混淆視聽牽制敵人的作用，雖是柔軟的東西但是切割力很強。好像沒用於出老千，但是真偽難辨。
IT_EQ_SUTO_ACCE_EXPR	史特莉婭固有職業【暗殺者+】的裝備　◆會心+36 魔攻+16 速度+4 石化耐性+7 暈眩耐性+10
IT_EQ_SUTO_ACCE_FLAVOR	史特莉婭的裝飾品。每一個都是亮晶晶的，一看就是高檔貨。這是她自己在賭博時的成果，她對這個飾品重視的程度甚至高於飾品本身的價值。
IT_EQ_DIOS_SWORD_EXPR	迪歐斯固有職業【上級暗騎+】的裝備　◆物攻+19、魔攻+16、速度+3、會心+16、石化耐性+7、奪魂耐性+8、睡眠耐性+8、鈍足耐性+8
IT_EQ_DIOS_SWORD_FLAVOR	迪歐斯作為見習加入聖教騎士團時候新造的劍。收到劍的那一晚，迪歐斯發誓這次一定要守護好重要的事物，而特別定制的。鋒利便捷的特別樣式。
IT_EQ_DIOS_JACKET_EXPR	迪歐斯固有職業【上級暗騎+】的裝備　◆HP+26、魔防+22、速度+6、會心+12、奪魂耐性+7
IT_EQ_DIOS_JACKET_FLAVOR	加入聖教騎士團的時候，迪歐斯改造的鎧甲。雖然有多種顏色可以選擇，但是迪歐斯就選擇了象徵著純強大意志的黑色。每晚都會把鎧甲擦的亮晶晶的。
IT_EQ_DIOS_BOOTS_EXPR	迪歐斯固有職業【上級暗騎+】的裝備　◆HP+26、速度+8、靈巧+16、會心+16、運+14
IT_EQ_DIOS_BOOTS_FLAVOR	給加入聖教騎士團的迪歐斯的騎士團靴子。為了和其他武具的顏色匹配，在行軍時夥伴都不太注意到是他。但是討伐敵人時似乎比較好。
IT_EQ_DIOS_GAUNTLET_EXPR	迪歐斯固有職業【上級暗騎+】的裝備　◆HP+26、物攻+16、物防+16、魔攻+16、靈巧+16
